token,layer,definitions,distinctValues,usages,files,values
--chat-card-surface-strong-bg,feature-alias,3,2,3,app/styles/theme/dark.css | app/styles/theme/mono.css,"radial-gradient( ellipse at top, rgb(40, 46, 54) 0%, rgb(19, 23, 28) 100% ) | radial-gradient( ellipse at top, rgb(27, 27, 27) 0%, rgb(18, 18, 18) 100% )"
--chat-window-shift-y,feature-alias,3,2,0,app/styles/features/chat/shell.css,"clamp(-1.65rem, -3.1vh, -0.85rem) | clamp(1.9rem, 3.95vh, 2.88rem)"
--checkbox-border,unknown,3,2,0,app/styles/theme/dark.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"color-mix(in srgb, var(--checkbox-accent) 76%, transparent) | rgba(230, 230, 230, 0.58)"
--cursor-angle,unknown,3,2,5,app/styles/features/chat/shell.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css,90deg | 45deg
--documents-hc-panel-bg,feature-alias,3,2,2,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,"rgba(9, 14, 24, 0.62) | var(--documents-glass-surface)"
--glass-ring-edge-stroke-blur,component-or-semantic,3,2,3,app/styles/shared/glass-subpage.css | app/styles/shared/login-a11y.css,"0px | var( --glass-ring-edge-stroke-blur-desktop, 0.18px )"
--glass-ring-pad-top,component-or-semantic,3,2,18,app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-workspace-scroll-adapters.css,"calc( clamp(calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem))) + 0.18rem ) | clamp( calc(0.4 * var(--base-rem, 16px)), 1.4vh, calc(1.1 * var(--base-rem, 16px)) )"
--glass-ring-pad-x,component-or-semantic,3,2,15,app/styles/features/invite/modal-surfaces.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-workspace-scroll-adapters.css,"clamp(1.15rem, 3.4vw, 1.85rem) | clamp(0.78rem, 3vw, 0.94rem)"
--glass-subpage-edge-stroke,component-or-semantic,3,2,2,app/styles/features/policy/pages.css | app/styles/shared/glass-subpage.css,"var( --glass-ring-edge-stroke-desktop, conic-gradient( from -104deg at 50% 50%, rgba(255, 255, 255, 0) 0deg, rgba(255, 255, 255, 0) 18deg, rgba(255, 255, 255, 0.01) 30deg, rgba(255, 255, 255, 0.04) 42deg, rgba(255, 255, 255, 0.11) 50deg, rgba(255, 255, 255, 0.22) 58deg, rgba(255, 255, 255, 0.3) 62deg, rgba(255, 255, 255, 0.2) 70deg, rgba(255, 255, 255, 0.08) 80deg, rgba(255, 255, 255, 0.02) 90deg, rgba(255, 255, 255, 0) 102deg, rgba(255, 255, 255, 0) 360deg ) ) | none"
--glass-subpage-edge-stroke-blur,component-or-semantic,3,2,2,app/styles/features/policy/pages.css | app/styles/shared/glass-subpage.css,"var( --glass-ring-edge-stroke-blur-desktop, 0.18px ) | 0px"
--glass-subpage-edge-stroke-opacity,component-or-semantic,3,2,2,app/styles/features/policy/pages.css | app/styles/shared/glass-subpage.css,"var( --glass-ring-edge-stroke-opacity-desktop, 0.72 ) | 0"
--glass-subpage-edge-stroke-width,component-or-semantic,3,2,2,app/styles/features/policy/pages.css | app/styles/shared/glass-subpage.css,"var( --glass-ring-edge-stroke-width-desktop, 1.18px ) | 0px"
--glass-subpage-title-margin-top,component-or-semantic,3,2,0,app/styles/shared/ui-glow.css | app/styles/shared/workspace-guide.css | components/chat/WorkspacePanel.module.css,"clamp(2.15rem, 5.4vh, 3.25rem) | var(--workspace-subpage-title-margin-top, clamp(2.15rem, 5.4vh, 3.25rem))"
--mobile-glass-card-gap,unknown,3,2,54,app/styles/mobile/scroll-panels/glass-card.css | app/styles/shared/mobile-workspace-scroll-adapters.css | app/styles/tokens.css,"clamp(0.32rem, 1.35vw, 0.4rem) | calc(0.35 * var(--base-rem))"
--mobile-glass-card-radius,unknown,3,2,10,app/styles/mobile/scroll-panels/glass-card.css | app/styles/shared/mobile-workspace-scroll-adapters.css | app/styles/tokens.css,"clamp(1.05rem, 3.8vw, 1.45rem) | clamp( calc(1.05 * var(--base-rem)), 3.8vw, calc(1.45 * var(--base-rem)) )"
--mobile-header-title-bottom,unknown,3,2,1,app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/shared/mobile-workspace-header-offsets.css,"0.1rem | clamp(0.18rem, 0.9vh, 0.42rem)"
--mobile-header-wrap-correction,unknown,3,2,1,app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/shared/mobile-workspace-header-offsets.css,-0.18rem | 0rem
--rail-icon-scale,unknown,3,2,15,components/chat/LeftRail.module.css | components/chat/RightRail.module.css | components/chat/rail.module.css,0.82 | 0.79
--rail-item-size,unknown,3,2,25,components/chat/LeftRail.module.css | components/chat/RightRail.module.css | components/chat/rail.module.css,"var(--chat-mobile-rail-size) | var(--hud-icon, 3rem)"
--service-map-mobile-control-top,feature-alias,3,2,8,app/styles/features/service-map/mobile.css,0.61rem | 0.52rem
--workspace-feature-button-text,feature-alias,3,2,1,app/styles/features/service-map/desktop/base.css,"rgba(255, 255, 255, 0.92) | rgba(0, 0, 0, 0.88)"
--workspace-subpage-back-left,feature-alias,3,2,6,app/styles/shared/workspace-guide.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css,0.55rem | var(--wellbeing-desktop-control-left)
--workspace-subpage-back-top,feature-alias,3,2,4,app/styles/shared/workspace-guide.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css,0.55rem | var(--wellbeing-desktop-control-top)
--admin-accent,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#b45309 | #f4b36b
--admin-accent-cool,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#0f766e | #3ab6a7
--admin-accent-cool-soft,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"rgba(15, 118, 110, 0.16) | rgba(58, 182, 167, 0.2)"
--admin-accent-soft,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"rgba(180, 83, 9, 0.18) | rgba(244, 179, 107, 0.2)"
--admin-bg,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"radial-gradient( circle at 20% 0%, rgba(15, 23, 42, 0.06), transparent 60% ) | radial-gradient( circle at 20% 0%, rgba(148, 163, 184, 0.08), transparent 55% )"
--admin-border,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"rgba(15, 23, 42, 0.18) | rgba(148, 163, 184, 0.22)"
--admin-border-strong,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"rgba(15, 23, 42, 0.26) | rgba(148, 163, 184, 0.38)"
--admin-danger,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#b91c1c | #ff7480
--admin-muted,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#495466 | #99a8bf
--admin-shadow,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"0 18px 30px rgba(15, 23, 42, 0.12) | 0 24px 40px rgba(0, 0, 0, 0.35)"
--admin-shadow-soft,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,"0 8px 18px rgba(15, 23, 42, 0.08) | 0 12px 26px rgba(0, 0, 0, 0.22)"
--admin-success,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#15803d | #4ade80
--admin-surface,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#ffffff | #141c27
--admin-surface-2,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#f5f6f8 | #111825
--admin-surface-3,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#eef1f4 | #0c121a
--admin-text,unknown,2,2,0,app/styles/theme/light.css | app/styles/tokens.css,#0f172a | #eef3fb
--avatar-icon-size,unknown,2,2,2,components/chat/RightRail.module.css,calc(var(--rail-item-size) * (var(--rail-icon-scale) + 0.12)) | var(--chat-mobile-icon-box)
--bg-overscan,unknown,2,2,4,app/styles/mobile/foundations.css | app/styles/tokens.css,"clamp(96px, 14svh, 180px) | clamp(120px, 18svh, 220px)"
--chat-action-btn-bg,feature-alias,2,2,1,app/styles/features/chat/themes.css | app/styles/features/documents/agent.css,var(--btn-primary-bg) | var(--chat-action-btn-bg-hover)
--chat-action-btn-shadow,feature-alias,2,2,0,app/styles/features/chat/themes.css | app/styles/features/documents/agent.css,var(--btn-primary-shadow) | var(--chat-action-btn-shadow-focus)
--chat-card-surface-night-flat-bg,feature-alias,2,2,9,app/styles/theme/hc.css | app/styles/theme/night.css,"linear-gradient( 180deg, rgb(24, 35, 49) 0%, rgb(18, 22, 30) 100% ) | linear-gradient( 180deg, rgb(27, 36, 49) 0%, rgb(14, 19, 28) 100% )"
--chat-card-surface-night-standard-bg,feature-alias,2,2,13,app/styles/theme/hc.css | app/styles/theme/night.css,"radial-gradient( 124% 96% at 50% 6%, rgba(27, 39, 53, 0.5) 0%, rgba(20, 29, 40, 0.55) 46%, rgba(16, 20, 28, 0.6) 100% ) | radial-gradient( ellipse at top, rgba(33, 43, 57, 0.81) 0%, rgba(14, 18, 26, 0.84) 100% )"
--chat-card-surface-night-standard-flat-bg,feature-alias,2,2,11,app/styles/theme/hc.css | app/styles/theme/night.css,"linear-gradient( 180deg, rgba(24, 35, 49, 0.52) 0%, rgba(18, 22, 30, 0.62) 100% ) | linear-gradient( 180deg, rgba(29, 38, 52, 0.79) 0%, rgba(15, 19, 28, 0.84) 100% )"
--chat-card-surface-night-strong-bg,feature-alias,2,2,5,app/styles/theme/hc.css | app/styles/theme/night.css,"radial-gradient( 124% 96% at 50% 6%, rgb(27, 39, 53) 0%, rgb(20, 29, 40) 46%, rgb(16, 20, 28) 100% ) | radial-gradient( ellipse at top, rgb(31, 40, 54) 0%, rgb(14, 18, 26) 100% )"
--chat-content-top-offset,feature-alias,2,2,0,app/styles/features/chat/shell.css,2.9rem | 1rem
--chat-focus-content-inline-extra,feature-alias,2,2,1,app/styles/features/chat/shell.css,"clamp(0.28rem, 0.8vw, 0.72rem) | clamp(0.22rem, 0.65vw, 0.58rem)"
--chat-icon-dark,feature-alias,2,2,0,app/styles/theme/hc.css | app/styles/theme/mono.css,var(--hc-accent) | var(--mono-title)
--chat-icon-light,feature-alias,2,2,0,app/styles/theme/hc.css | app/styles/theme/mono.css,#7a3a38 | var(--mono-title)
--chat-inputbar-bg,feature-alias,2,2,15,app/styles/features/chat/themes.css,"radial-gradient( 88% 72% at 50% 18%, rgba(255, 255, 255, 0.995) 0%, rgba(255, 255, 255, 0.992) 46%, rgba(252, 250, 248, 0.978) 100% ), linear-gradient( 180deg, rgba(255, 255, 255, 0.992) 0%, rgba(250, 247, 244, 0.972) 100% ) | var(--mid-pill-surface-bg)"
--chat-inputbar-bg-focus,feature-alias,2,2,1,app/styles/features/chat/themes.css,var(--chat-inputbar-bg-hover) | var(--mid-pill-surface-bg)
--chat-inputbar-bg-hover,feature-alias,2,2,5,app/styles/features/chat/themes.css,"radial-gradient( 88% 72% at 50% 18%, rgba(255, 255, 255, 1) 0%, rgba(255, 255, 255, 0.996) 48%, rgba(253, 251, 249, 0.985) 100% ), linear-gradient( 180deg, rgba(255, 255, 255, 0.996) 0%, rgba(252, 249, 246, 0.982) 100% ) | var(--mid-pill-surface-bg)"
--chat-inputbar-shadow,feature-alias,2,2,5,app/styles/features/chat/themes.css,"0 10px 22px -8px rgba(15, 23, 42, 0.1), 0 3px 7px -3px rgba(15, 23, 42, 0.055), inset 0 1px 0 rgba(255, 255, 255, 0.9), inset 0 0 0 1px rgba(255, 255, 255, 0.4) | var(--mid-pill-surface-shadow)"
--chat-inputbar-shadow-focus,feature-alias,2,2,3,app/styles/features/chat/themes.css,var(--chat-inputbar-shadow-hover) | var(--mid-pill-surface-shadow)
--chat-inputbar-shadow-hover,feature-alias,2,2,9,app/styles/features/chat/themes.css,"0 14px 28px -9px rgba(15, 23, 42, 0.12), 0 5px 10px -3px rgba(15, 23, 42, 0.065), inset 0 1px 0 rgba(255, 255, 255, 0.94), inset 0 0 0 1px rgba(255, 255, 255, 0.28) | var(--mid-pill-surface-shadow)"
--chat-invite-text,feature-alias,2,2,2,app/styles/theme/hc.css | app/styles/theme/light.css,var(--hc-accent) | var(--subpage-card-text)
--chat-nav-top,feature-alias,2,2,0,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,"clamp(2.8rem, 11vw, 4.2rem) | 50%"
--chat-shell-inline-size,feature-alias,2,2,4,app/styles/features/chat/shell.css,var(--chat-diameter) | calc(var(--chat-diameter) + var(--chat-focus-content-inline-extra))
--chat-tools-panel-border,feature-alias,2,2,0,app/styles/features/documents/workspace.css | app/styles/theme/dark.css,"rgba(255, 255, 255, 0.06) | var(--rail-tooltip-border)"
--chat-tools-panel-shadow,feature-alias,2,2,0,app/styles/features/documents/workspace.css | app/styles/theme/dark.css,"0 12px 26px rgba(0, 0, 0, 0.18) | var(--rail-tooltip-shadow)"
--chat-under-glow,feature-alias,2,2,5,app/styles/features/chat/themes.css | app/styles/features/documents/agent.css,"0 8px 14px -12px rgba(248, 253, 255, 0.52), 0 18px 24px -18px rgba(248, 253, 255, 0.26) | none"
--chat-under-glow-strong,feature-alias,2,2,2,app/styles/features/chat/themes.css | app/styles/features/documents/agent.css,"0 10px 16px -12px rgba(248, 253, 255, 0.58), 0 20px 28px -20px rgba(248, 253, 255, 0.28) | none"
--chat-window-main-bottom-overlap,feature-alias,2,2,0,app/styles/features/chat/shell.css,"clamp(-1.85rem, -3.8vh, -1.2rem) | clamp(-1.65rem, -3.5vh, -1.05rem)"
--chat-window-top-safe,feature-alias,2,2,0,app/styles/features/chat/shell.css,4.2rem | 2.25rem
--click-pulse-size,unknown,2,2,0,app/styles/base/core.css,16px | 20px
--covision-accent,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--brand-primary, #c57171) | var(--hc-accent, #ffea00)"
--covision-card-border-width,feature-alias,2,2,6,components/covision/CovisionPage.module.css,1px | 2px
--covision-field-bg,feature-alias,2,2,4,components/covision/CovisionPage.module.css,"var(--input-bg) | var(--hc-field-bg, var(--hc-control-bg, #10151d))"
--covision-field-border,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--input-border, 1px solid var(--covision-card-border)) | 2px solid var(--hc-accent, #ffea00)"
--covision-field-focus-shadow,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--input-shadow-focus-composite, var(--input-shadow-hover-composite, var(--input-shadow-hover, var(--input-shadow, none)))) | none"
--covision-field-hover-bg,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--input-bg-hover, var(--input-bg)) | var(--hc-field-bg-hover, var(--covision-field-bg))"
--covision-field-placeholder,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--input-placeholder, var(--covision-muted)) | var(--hc-muted, #d7e2f5)"
--covision-field-shadow,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"var(--input-shadow-composite, var(--input-shadow, none)) | none"
--covision-field-text,feature-alias,2,2,5,components/covision/CovisionPage.module.css,"var(--input-text, var(--covision-text)) | var(--hc-text, #eef4ff)"
--covision-focus-ring,feature-alias,2,2,2,components/covision/CovisionPage.module.css,"var(--btn-primary-focus-ring-color, rgba(197, 113, 113, 0.28)) | var(--hc-focus-ring, rgba(188, 220, 255, 0.5))"
--covision-panel-hover-bg,feature-alias,2,2,0,components/covision/CovisionPage.module.css,"var(--subpage-card-bg-hover, var(--subpage-card-bg)) | var(--workspace-elevated-card-bg-hover, var(--hc-panel-bg-hover, rgba(255, 234, 0, 0.08)))"
--covision-toolbar-gap,feature-alias,2,2,1,components/covision/CovisionPage.module.css,"clamp(0.58rem, 1.2vw, 0.78rem) | 0.56rem"
--csp-active-scale,unknown,2,2,1,components/CenteredScrollPicker.css,1.03 | 1.01
--csp-arrow-color,unknown,2,2,1,components/CenteredScrollPicker.css,#c57171 | #7A3A38
--csp-hidden-opacity,unknown,2,2,1,components/CenteredScrollPicker.css,0 | 0.2
--csp-hidden-scale,unknown,2,2,1,components/CenteredScrollPicker.css,0.9 | 0.94
--csp-neighbor-opacity,unknown,2,2,1,components/CenteredScrollPicker.css,0.44 | 0.42
--csp-neighbor-scale,unknown,2,2,1,components/CenteredScrollPicker.css,0.93 | 0.965
--dashboard-info-blur,unknown,2,2,2,app/styles/shared/glass-subpage.css,"var(--glass-blur-radius, 1rem) | 1rem"
--drawer-overlay-bg,unknown,2,2,0,app/styles/theme/dark.css | app/styles/theme/light.css,"rgba(0, 0, 0, 0.36) | rgba(15, 23, 42, 0.08)"
--edge-sensitivity,unknown,2,2,21,app/styles/features/chat/shell.css | components/ui/BorderGlow.module.css,18 | 30
--glass-border-color,component-or-semantic,2,2,1,app/styles/theme/hc.css | app/styles/theme/light.css,"transparent | rgba(148, 163, 184, 0.35)"
--glass-input-bg-active,component-or-semantic,2,2,0,app/styles/theme/hc.css | app/styles/theme/light.css,"var(--hc-surface) | rgba(18, 20, 32, 0.24)"
--glass-input-bg-idle,component-or-semantic,2,2,0,app/styles/theme/hc.css | app/styles/theme/light.css,"var(--hc-bg) | rgba(18, 20, 32, 0.18)"
--glass-modal-blur,component-or-semantic,2,2,5,app/styles/base/core.css | app/styles/tokens.css,"0px | var(--glass-blur-radius, 1rem)"
--glass-modal-title-shadow,component-or-semantic,2,2,2,app/styles/theme/light.css | app/styles/tokens.css,"0 0.28rem 0.38rem rgba(0, 0, 0, 0.24) | none"
--glass-ring-br-bottom,component-or-semantic,2,2,2,app/styles/features/policy/responsive.css,"calc( var(--ring-diameter, var(--ring-diameter-default)) / 2 ) | clamp(1.6rem, 3.5vw, 2.4rem)"
--glass-ring-scroll-offset-open,component-or-semantic,2,2,4,app/styles/features/policy/pages.css,"clamp(3.8rem, 8.5vh, 6.2rem) | clamp(2.4rem, 6vh, 4.2rem)"
--glass-ring-tilt-perspective,component-or-semantic,2,2,6,app/styles/features/documents/workspace.css,3200px | 4200px
--glow-padding,unknown,2,2,2,app/styles/features/chat/shell.css | components/ui/BorderGlow.module.css,34px | 40px
--hc-border,theme-or-accessibility,2,2,3,app/styles/theme/hc.css,"rgba(var(--hc-accent-rgb), 0.64) | rgba(255, 234, 0, 0.66)"
--hc-border-soft,theme-or-accessibility,2,2,2,app/styles/theme/hc.css,"rgba(var(--hc-accent-rgb), 0.9) | rgba(255, 234, 0, 0.9)"
--home-card-blur,feature-alias,2,2,0,app/styles/features/home/themes.css,0.75rem | 0.6rem
--home-card-saturate,feature-alias,2,2,0,app/styles/features/home/themes.css,100% | 118%
--home-card-shell-shadow,feature-alias,2,2,4,app/styles/features/home/themes.css,"0 28px 38px -20px rgba(12, 7, 6, 0.3), 0 16px 22px -18px rgba(12, 7, 6, 0.2) | 0 28px 38px -20px rgba(12, 7, 6, 0.32), 0 16px 22px -18px rgba(12, 7, 6, 0.22)"
--home-card-shell-shadow-return,feature-alias,2,2,0,app/styles/features/home/themes.css,"0 22px 30px -20px rgba(12, 7, 6, 0.2), 0 14px 18px -18px rgba(12, 7, 6, 0.14) | 0 22px 30px -20px rgba(12, 7, 6, 0.22), 0 14px 18px -18px rgba(12, 7, 6, 0.15)"
--home-card-surface-saturate,feature-alias,2,2,0,app/styles/features/home/themes.css,104% | 122%
--home-logo-shine-x0,feature-alias,2,2,2,app/styles/features/home/desktop.css,-28px | -22px
--home-logo-shine-x1,feature-alias,2,2,2,app/styles/features/home/desktop.css,82px | 56px
--home-logo-shine-y0,feature-alias,2,2,2,app/styles/features/home/desktop.css,-260px | -240px
--home-logo-shine-y1,feature-alias,2,2,2,app/styles/features/home/desktop.css,600px | 520px
--home-mobile-bg-height,feature-alias,2,2,1,app/styles/features/home/mobile-foundations.css,calc( var(--home-mobile-canvas-height) + var(--home-mobile-safe-bottom) ) | calc( var(--home-mobile-stable-vh) + var(--home-mobile-safe-bottom) + var(--home-mobile-safe-bottom) )
--home-mobile-canvas-height,feature-alias,2,2,6,app/styles/features/home/mobile-foundations.css,"calc( var(--glass-mobile-root-vh, 100dvh) + var(--home-mobile-safe-bottom) ) | calc( var(--home-mobile-stable-vh) + var(--home-mobile-safe-bottom) )"
--input-shadow-composite,component-or-semantic,2,2,20,app/styles/theme/mid.css | app/styles/tokens.css,"var(--subpage-card-shadow) | var(--input-shadow), var(--input-surface-overlay)"
--input-shadow-focus-composite,component-or-semantic,2,2,4,app/styles/theme/mid.css | app/styles/tokens.css,"var(--subpage-card-shadow) | var(--input-shadow-hover), var(--input-surface-overlay-focus)"
--input-shadow-hover-composite,component-or-semantic,2,2,13,app/styles/theme/mid.css | app/styles/tokens.css,"var(--subpage-card-shadow) | var(--input-shadow-hover), var(--input-surface-overlay-hover)"
